13119761,Grand Theft Auto V,61148117,very good,1577981339,1577981339,True,0,0,0,True,False,76561198265977596,29,2,11305,124,309
21446743,Sniper Elite 4,39368544,Karl Fairburne / John Wick - would devastate entire swaths of Italian countryside to kill dudes in leather gloves again.,1516033699,1516033699,True,0,0,0,True,False,76561198121480683,208,25,5764,0,2851
19487637,PAYDAY 2,11082346,"Super fun, fast action, difficult gameplay that gives an adrenaline rush like no other game i have ever played",1404556556,1404556556,True,1,0,0,True,False,76561198079545215,42,1,1214,0,555
9104751,Hotline Miami,40264239,"☐ Kids
☑ Everyone
☐ Casual players
☐ Pro players

☼ Graphics :

☐ Potato
☐ Really bad
☐ Bad
☐ OK
☑ Good 
☐ Beautiful (with few mods)
☐ Masterpiece

€ Price / quality : 

☐ Full price
☑ Wait for sale
☐ Average
☐ Refund it if you can
☐ Dont do it
☐ Free

€ Requirments :

☐ 90' PC
☐ Minimum
☑ Medium 
☐ Fast
☐ High end
☐ NASA computer

☼ Difficulty :

☐ You just need 2 arms 
☐ Ez
☑ Easy to learn / Hard to master 
☐ Hard (first few hours)
☐ Dark souls


€ Game time

☐ Really short ( 0 - 2 hours)
☑ Short ( 2 - 8 hours)
☐ Few hours ( 8 - 12 hours)
☐ Long ( 12+ hours)
☐ Endless

@ Story
☐ It doesnt have
☐ Still better than Twilight
☑ Average
☐ Good
☐ Fantastic

§ Bugs

☐ Game itself is one big BUG
☐ Bugs destroying the game
☐ Lot of bugs
☐ Few Bugs
☐ You can use them for speedrun
☑ nothing

Others:

////////",1519171087,1519171087,True,20,1,1,True,False,76561198106430903,44,31,365,0,365
9005542,Resident Evil 2,48966386,"Great game, true to the original series.",1550055416,1550055416,True,0,0,0,False,False,76561198012155608,182,10,1721,0,1721
10516334,The Walking Dead,20125503,One of the best Telltale Games in my opinion,1451505325,1451505325,True,0,0,0,True,False,76561198052601391,210,1,978,0,978
3199063,Nether,7871905,"As of 11/18/2017

25 peak players 
7.6 avg. players online at any given hour

If thats not dead, i dont know what is.

devs made streamline changes and focused on pvp instead of player feedback.
they did listen to some of are feedback, some.",1385937913,1510984060,False,0,0,0,True,False,76561198015988840,329,29,6706,0,6383
10882222,Cuphead,36854279,"Very Fun and Challenging game. Expect to die..alot. The replay value is alright, I went for all S/P rankings on expert..After completeing, it was more of a bragging right then anything else.
10/10 Though.",1511393004,1511393004,True,1,0,0,False,False,76561198262431258,217,6,369,0,347
19206976,PAYDAY 2,43513380,I recommend it.,1531524190,1531524190,True,0,0,0,False,False,76561198008485305,26,1,9167,0,8628
21238509,Just Cause 3,19464217,"It's a kickass game, fucking amazingly good, I just wish would fucking work properly without lagging to death. Once I can actually play it properly i'll change this to a thumbs up.",1449173467,1449173492,False,37,5,0,False,False,76561198019262614,607,40,3852,0,1176
18639122,Terraria,63128279,Great enjoyable fun 20 out of 5 stars,1581118541,1581118541,True,0,0,0,True,False,76561198398601216,5,2,41344,223,24533
10187517,Rocket League,26856656,"very nice game, football and flying cars what more do you need.......",1479932521,1543085177,True,0,0,0,True,False,76561198134915081,211,8,3239,0,3188
9166329,Tomb Raider,71706063,A great game even now in 2020,1593494352,1593494352,True,0,0,0,False,False,76561198998569230,17,2,3396,0,1893
